NEVO-GSPT	A posteriori Training
31.690710067749023	32.47602462768555
35.11238479614258	35.441036224365234
34.68037796020508	37.18900680541992
34.349063873291016	38.83479309082031
34.144561767578125	40.34944534301758
31.953702926635746	35.02012634277344
29.77485466003418	38.903076171875
32.55934524536133	43.36895751953125
34.32933807373047	39.89579772949219
32.57862091064453	38.66419982910156
