NEVO-GSPT	A posteriori Training
4.664247989654541	2.307490110397339
4.345551490783691	2.5921645164489746
4.611583232879639	1.9388601779937744
4.372458457946777	2.798712968826294
4.854817390441895	2.01893949508667
4.651089668273926	1.8815099000930784
4.632170677185059	1.9195119142532349
4.111820697784424	1.9901115894317627
4.396099090576172	2.452500343322754
4.602840423583984	1.7191622257232666
