NEVO-GSPT	A posteriori Training
7.138293743133545	6.092408180236816
6.431931018829346	5.614056587219238
6.643277168273926	5.057602405548096
6.905668258666992	5.588877201080322
7.47076416015625	4.819509029388428
6.450778007507324	5.351417064666748
7.65439510345459	6.301091194152832
7.910487651824951	4.95013952255249
8.048518180847168	5.363967418670654
7.272225379943848	4.824248790740967
