bioav,12,4.262321472167969,32.97184753417969
bioav,16,5.415826320648193,37.58226776123047
bioav,2,1.9645603895187378,37.32508850097656
bioav,21,5.56485652923584,39.856441497802734
bioav,7,5.0302324295043945,33.596717834472656
bioav,9,5.120113849639893,36.544490814208984
bioav,28,4.828987121582031,41.89712142944336
bioav,23,3.9514923095703125,37.627159118652344
bioav,25,4.276785850524902,35.83929443359375
bioav,20,3.1065587997436523,38.87594223022461
bioav,26,5.0701727867126465,44.99379348754883
bioav,19,3.6360630989074707,42.01335144042969
bioav,1,4.329090118408203,41.463470458984375
bioav,22,5.863236904144287,35.44266128540039
bioav,14,2.1072213649749756,40.3249397277832
bioav,24,4.578229904174805,35.49785232543945
bioav,3,3.1932213306427,36.13835144042969
bioav,29,6.1298346519470215,43.84130096435547
bioav,6,10.366708755493164,35.547401428222656
bioav,13,5.098820209503174,42.56510925292969
bioav,17,3.629279613494873,33.84403610229492
bioav,18,1.979896903038025,38.3406867980957
bioav,5,5.108679294586182,43.0030403137207
bioav,0,5.738193988800049,39.45415496826172
bioav,10,4.863866329193115,36.54436111450195
bioav,27,5.207197666168213,41.20868682861328
bioav,8,4.467034816741943,40.14701461791992
bioav,11,3.3880257606506348,39.477081298828125
bioav,15,5.164618015289307,42.65432357788086
bioav,4,3.753023386001587,34.49485397338867
ld50,20,264.4732971191406,5633.7626953125
ld50,19,238.8904571533203,5393.67236328125
