brain_tumor_rn18_10_brmse,0.4144097566604614,0.4837958812713623,6355,1,4,0.4837958812713623,-0.2579598861276597,0.6608306765556335,2,0,11.452694177627563
brain_tumor_rn18_10_brmse,0.4144097566604614,0.4837958812713623,6355,1,4,0.4837958812713623,-0.2579598861276597,0.6608306765556335,2,1,0.045374393463134766
brain_tumor_rn18_10_brmse,0.4144097566604614,0.4837958812713623,6355,1,4,0.4837958812713623,-0.2579598861276597,0.6608306765556335,2,2,0.038178443908691406
brain_tumor_rn18_10_brmse,0.41505682468414307,0.5106199979782104,7439,1,3,0.5106199979782104,0.09569362825937315,0.7148699760437012,3,0,11.567328453063965
brain_tumor_rn18_10_brmse,0.41438907384872437,0.48379161953926086,6903,2,4,0.48379161953926086,-0.25771316361691793,0.660822331905365,2,3,0.043631792068481445
brain_tumor_rn18_10_brmse,0.41505682468414307,0.5106199979782104,7439,1,3,0.5106199979782104,0.09569362825937315,0.7148699760437012,3,1,0.05454421043395996
brain_tumor_rn18_10_brmse,0.421357125043869,0.4927401840686798,5774,1,3,0.4927401840686798,-0.14632691733584263,0.6784060597419739,1,0,11.645633935928345
brain_tumor_rn18_10_brmse,0.4141862094402313,0.4836876690387726,7451,3,4,0.4836876690387726,-0.26010537376698406,0.6606171131134033,2,4,0.05614948272705078
brain_tumor_rn18_10_brmse,0.4150373041629791,0.5106201767921448,7983,2,3,0.5106201767921448,0.09569362825937315,0.7148702144622803,3,2,0.05311179161071777
brain_tumor_rn18_10_brmse,0.421357125043869,0.4927401840686798,5774,1,3,0.4927401840686798,-0.14632691733584263,0.6784060597419739,1,1,0.04459881782531738
brain_tumor_rn18_10_brmse,0.40172410011291504,0.49766719341278076,7263,1,3,0.49766719341278076,-0.15606073246484778,0.6885202527046204,0,0,11.68429160118103
brain_tumor_rn18_10_brmse,0.4150373041629791,0.5106201767921448,7983,2,3,0.5106201767921448,0.09569362825937315,0.7148702144622803,3,3,0.0444796085357666
brain_tumor_rn18_10_brmse,0.42133352160453796,0.49273547530174255,6309,2,3,0.49273547530174255,-0.1461181104384279,0.6783974170684814,1,2,0.04948258399963379
brain_tumor_rn18_10_brmse,0.40172410011291504,0.49766719341278076,7263,1,3,0.49766719341278076,-0.15606073246484778,0.6885202527046204,0,1,0.04822182655334473
brain_tumor_rn18_10_brmse,0.4150245189666748,0.5106651782989502,8527,3,3,0.5106651782989502,0.09636473480349708,0.714963436126709,3,4,0.04985475540161133
brain_tumor_rn18_10_brmse,0.4212324321269989,0.49272629618644714,6309,2,3,0.49272629618644714,-0.14749690387457795,0.6783779859542847,1,3,0.05191206932067871
brain_tumor_rn18_10_brmse,0.40172410011291504,0.49766719341278076,7263,1,3,0.49766719341278076,-0.15606073246484778,0.6885202527046204,0,2,0.04024219512939453
brain_tumor_rn18_10_brmse,0.4141862094402313,0.4836876690387726,7451,3,4,0.4836876690387726,-0.26010537376698406,0.6606171131134033,2,5,0.16358041763305664
brain_tumor_rn18_10_brmse,0.42123186588287354,0.4927094876766205,7379,4,3,0.4927094876766205,-0.15004023342773257,0.6783465147018433,1,4,0.046068668365478516
brain_tumor_rn18_10_brmse,0.40759557485580444,0.4934835731983185,3664,1,3,0.4934835731983185,-0.21229060096947117,0.680132269859314,4,0,11.832401514053345
brain_tumor_rn18_10_brmse,0.4016064703464508,0.497654527425766,7796,2,3,0.497654527425766,-0.1546212023475711,0.6884950995445251,0,3,0.05708456039428711
brain_tumor_rn18_10_brmse,0.414136677980423,0.48367395997047424,7999,4,4,0.48367395997047424,-0.2614217397725921,0.660590410232544,2,6,0.04506659507751465
brain_tumor_rn18_10_brmse,0.421162486076355,0.49270445108413696,7379,4,3,0.49270445108413696,-0.15051911844429194,0.6783348321914673,1,5,0.045656681060791016
brain_tumor_rn18_10_brmse,0.40759557485580444,0.4934835731983185,3664,1,3,0.4934835731983185,-0.21229060096947117,0.680132269859314,4,1,0.05007624626159668
brain_tumor_rn18_10_brmse,0.414136677980423,0.48367395997047424,7999,4,4,0.48367395997047424,-0.2614217397725921,0.660590410232544,2,7,0.049947261810302734
brain_tumor_rn18_10_brmse,0.414948046207428,0.5106478929519653,7983,2,3,0.5106478929519653,0.09435905885809424,0.7149278521537781,3,5,0.15612387657165527
brain_tumor_rn18_10_brmse,0.42114055156707764,0.49271252751350403,7379,4,3,0.49271252751350403,-0.1471862490530613,0.6783483028411865,1,6,0.047090768814086914
brain_tumor_rn18_10_brmse,0.40759557485580444,0.4934835731983185,3664,1,3,0.4934835731983185,-0.21229060096947117,0.680132269859314,4,2,0.040723562240600586
brain_tumor_rn18_10_brmse,0.4016064703464508,0.497654527425766,7796,2,3,0.497654527425766,-0.1546212023475711,0.6884950995445251,0,4,0.04157304763793945
brain_tumor_rn18_10_brmse,0.41409793496131897,0.48365721106529236,7999,4,4,0.48365721106529236,-0.2609340539826382,0.6605571508407593,2,8,0.04346179962158203
brain_tumor_rn18_10_brmse,0.414900541305542,0.5106688141822815,7983,2,3,0.5106688141822815,0.09502633570900407,0.7149726748466492,3,6,0.040619850158691406
brain_tumor_rn18_10_brmse,0.4075477421283722,0.49344536662101746,4193,2,3,0.49344536662101746,-0.20966813406944879,0.6800553202629089,4,3,0.04043889045715332
