concrete_strength,19.078798294067383,7,1000,1286.842849969864
concrete_strength,15.872239112854004,6,1000,1291.6702320575714
concrete_strength,23.152204513549805,14,1000,1288.4162139892578
concrete_strength,18.174943923950195,15,1000,1293.809257030487
concrete_strength,21.913497924804688,22,1000,1288.935828924179
concrete_strength,19.303842544555664,23,1000,1291.7804772853851
airfoil,34.89816665649414,7,1000,1061.7890119552612
airfoil,34.7525634765625,6,1000,1068.2410838603973
airfoil,96.00862884521484,14,1000,1061.553305864334
airfoil,33.908329010009766,15,1000,1071.165906906128
airfoil,96.98460388183594,22,1000,1063.9165632724762
airfoil,42.74275588989258,23,1000,1071.9117059707642
bioav,43.09661102294922,7,1000,586.4748768806458
bioav,38.32340621948242,6,1000,587.2167737483978
bioav,36.930355072021484,0,1000,587.6361441612244
bioav,59.3493537902832,3,1000,588.2517340183258
bioav,68.3908920288086,5,1000,589.7875280380249
bioav,39.455657958984375,2,1000,591.1058480739594
bioav,35.27312469482422,4,1000,590.9771180152893
bioav,43.275943756103516,1,1000,594.2486410140991
bioav,49.815834045410156,9,1000,607.191342830658
bioav,69.03290557861328,8,1000,607.7234160900116
bioav,52.65061950683594,11,1000,606.2291007041931
bioav,39.50162887573242,12,1000,607.466010093689
bioav,48.65339660644531,10,1000,607.592337846756
bioav,50.53145217895508,14,1000,607.9818041324615
bioav,36.9147834777832,13,1000,609.9713537693024
bioav,56.04862594604492,15,1000,610.6206791400909
bioav,51.188323974609375,16,1000,603.4634349346161
bioav,42.32529830932617,20,1000,603.7035052776337
bioav,63.2934455871582,18,1000,605.3685429096222
bioav,34.76534652709961,17,1000,606.9378409385681
bioav,53.92954635620117,19,1000,606.2518780231476
bioav,40.577152252197266,21,1000,604.6847019195557
bioav,48.82392501831055,22,1000,607.4921562671661
bioav,50.92764663696289,23,1000,608.3807649612427
bioav,38.7664909362793,24,1000,503.10073709487915
bioav,34.902530670166016,25,1000,503.5820748806
bioav,43.85622024536133,26,1000,502.6606590747833
bioav,42.83171081542969,27,1000,503.5149269104004
bioav,43.09036636352539,29,1000,502.61571884155273
bioav,40.18227767944336,28,1000,504.84681510925293
ld50,2200.4521484375,0,1000,4386.108577013016
ld50,2183.753173828125,3,1000,4396.37526011467
ld50,1946.25146484375,1,1000,4399.800014019012
ld50,2417.264404296875,5,1000,4398.614452123642
ld50,1766.9454345703125,2,1000,4405.386137962341
ld50,2738.906982421875,4,1000,4412.709271907806
ld50,2547.681396484375,8,1000,4396.303722858429
ld50,2220.229736328125,10,1000,4392.061168909073
ld50,3158.513916015625,11,1000,4392.54391002655
ld50,2216.720458984375,12,1000,4393.365713834763
ld50,2325.675537109375,13,1000,4395.682618141174
ld50,2300.885498046875,14,1000,4409.993831157684
ld50,2563.788818359375,16,1000,4373.474879026413
ld50,2087.603271484375,18,1000,4376.051107168198
ld50,1673.5443115234375,17,1000,4379.42978310585
ld50,2092.626953125,19,1000,4377.015528917313
ld50,2277.42431640625,21,1000,4380.674786090851
ld50,2292.3427734375,22,1000,4393.649988889694
ld50,2089.018310546875,24,1000,3640.7679691314697
ld50,1784.429443359375,25,1000,3637.116311073303
ld50,2104.302490234375,26,1000,3642.1960859298706
ld50,2854.489990234375,27,1000,3644.0139610767365
ld50,2032.8642578125,28,1000,3641.029895067215
concrete_strength,16.532672882080078,0,1000,1293.2378661632538
concrete_strength,17.839401245117188,2,1000,1295.7724161148071
concrete_strength,22.832117080688477,3,1000,1298.326010942459
concrete_strength,22.641189575195312,1,1000,1298.2515048980713
concrete_strength,19.074634552001953,5,1000,1299.2184228897095
concrete_strength,24.31871795654297,8,1000,1296.8181960582733
concrete_strength,19.338315963745117,11,1000,1295.734248161316
concrete_strength,24.453285217285156,9,1000,1295.935574054718
concrete_strength,20.97502899169922,12,1000,1295.8132779598236
concrete_strength,19.54334259033203,13,1000,1297.733116865158
concrete_strength,18.427350997924805,16,1000,1285.3561742305756
concrete_strength,17.21733283996582,17,1000,1284.1538670063019
concrete_strength,18.68294334411621,18,1000,1288.773520708084
concrete_strength,21.153738021850586,20,1000,1289.6736941337585
concrete_strength,20.003801345825195,21,1000,1289.397567987442
concrete_strength,18.349390029907227,24,1000,1075.124251127243
concrete_strength,18.496862411499023,25,1000,1075.6581399440765
concrete_strength,23.677265167236328,26,1000,1076.202525138855
concrete_strength,22.09354019165039,28,1000,1074.176157951355
concrete_strength,23.237361907958984,27,1000,1076.0563757419586
airfoil,46.87297821044922,0,1000,1076.3731579780579
airfoil,38.77462387084961,1,1000,1076.5975461006165
airfoil,39.92443084716797,3,1000,1077.3931891918182
airfoil,41.137733459472656,4,1000,1077.7327780723572
airfoil,59.75718307495117,5,1000,1077.7134199142456
airfoil,42.057674407958984,10,1000,1076.7119960784912
airfoil,95.95222473144531,13,1000,1076.4299931526184
airfoil,33.98073959350586,11,1000,1076.700495004654
airfoil,95.80432891845703,8,1000,1079.5818572044373
airfoil,33.722537994384766,12,1000,1077.5240449905396
airfoil,42.49534225463867,17,1000,1072.9906990528107
airfoil,41.33643341064453,20,1000,1071.3142399787903
airfoil,39.724761962890625,18,1000,1074.88081407547
airfoil,33.64676284790039,19,1000,1074.6516213417053
airfoil,57.52165603637695,21,1000,1075.3022100925446
airfoil,38.25639343261719,26,1000,892.822732925415
airfoil,47.4752082824707,28,1000,892.0453791618347
airfoil,96.50652313232422,25,1000,894.9311490058899
airfoil,21.732017517089844,27,1000,893.8709280490875
airfoil,51.55649185180664,29,1000,892.9080879688263
