bioav,9,4.917778968811035,32.47602462768555
bioav,2,1.6560113430023193,35.441036224365234
bioav,3,3.1396870613098145,37.18900680541992
bioav,7,5.0238494873046875,38.83479309082031
bioav,8,4.179447650909424,40.34944534301758
bioav,1,2.9853644371032715,35.02012634277344
bioav,0,5.391373157501221,38.903076171875
bioav,6,8.021387100219727,43.36895751953125
bioav,5,5.167202949523926,39.89579772949219
bioav,4,3.7749087810516357,38.66419982910156
ld50,3,227.12120056152344,4780.4970703125
ld50,6,207.0547332763672,4366.8271484375
ld50,5,199.62924194335938,3519.597412109375
ld50,4,114.49951934814453,7061.8017578125
ld50,1,701.6175537109375,3277.416015625
ld50,8,200.61746215820312,2729.8876953125
ld50,0,309.7732238769531,4504.076171875
ld50,9,262.4408874511719,3113.518310546875
ld50,2,133.11817932128906,12629.232421875
ld50,7,114.02812194824219,4677.27294921875
