NEVO-GSPT	NN	NN_w_DOut	TNEAT	SLIM	SLM
7.927588939666748	15.878336906433104	16.532672882080078	6.890225887298584	11.755939483642578	15.777134895324709
6.523475170135498	22.555736541748047	17.839401245117188	6.870596408843994	14.183706283569336	16.632129669189453
7.722629070281982	16.31896209716797	22.83211708068848	6.710449695587158	13.2876615524292	15.34350299835205
7.771839618682861	16.42938232421875	22.641189575195312	6.448057651519775	13.6431884765625	16.58769416809082
6.630951404571533	15.970545768737791	19.074634552001957	6.987204551696777	13.412186622619627	16.56342124938965
6.739834785461426	17.215694427490234	24.31871795654297	7.044204235076904	11.530423164367676	16.657611846923828
6.6555938720703125	16.248781204223633	19.33831596374512	7.054959774017334	11.61331558227539	16.088912963867188
6.410343170166016	16.682464599609375	24.45328521728516	7.032507419586182	12.942846298217772	15.264101028442385
7.092657566070557	16.23969268798828	20.97502899169922	6.966432571411133	13.199995994567873	17.240882873535156
7.1032538414001465	16.95078468322754	19.54334259033203	7.075388431549072	13.375022888183594	16.61683464050293
7.092465877532959	15.546998977661133	18.427350997924805	10.056472778320312	13.512704849243164	17.051593780517578
6.599020957946777	22.17496109008789	17.21733283996582	6.692338466644287	13.04022216796875	16.317604064941406
7.253156185150146	23.657360076904297	18.68294334411621	6.010919094085693	13.857409477233888	15.021722793579102
6.69947624206543	16.12449836730957	21.153738021850582	6.853423118591309	13.389098167419434	17.34396743774414
6.537654399871826	16.071699142456055	20.003801345825195	7.8664045333862305	11.21491527557373	15.484917640686035
6.476210117340088	16.17948341369629	18.349390029907227	6.284830093383789	10.568618774414062	15.760527610778809
6.937506198883057	24.130678176879883	18.496862411499023	6.790128707885742	12.757050514221191	15.772839546203612
6.448574066162109	16.543794631958008	23.677265167236328	7.294089794158935	12.020137786865234	15.167658805847168
6.406163692474365	15.750739097595217	22.09354019165039	6.694586753845215	14.829263687133787	14.359710693359377
6.787279605865479	17.237667083740234	23.237361907958984	7.065956592559815	12.198426246643066	17.089357376098633
6.882872581481934	15.808053970336914	20.066951751708984	6.551616191864014	16.0499267578125	16.657047271728516
7.992576599121094	16.39911651611328	19.18488883972168	6.4164886474609375	11.139283180236816	16.122486114501953
6.388403415679932	16.740631103515625	19.178150177001957	6.609679222106934	12.334486961364746	16.13938331604004
6.920012474060059	16.399002075195312	18.35831069946289	6.556232452392578	13.84422492980957	17.55758285522461
7.186478137969971	19.078798294067383	20.87849235534668	7.308249950408935	11.950682640075684	17.07767105102539
8.474474906921387	15.872239112854004	22.544261932373047	7.000464916229248	12.847472190856934	15.839545249938965
7.103414058685303	23.152204513549805	21.51664352416992	6.92591667175293	12.140413284301758	16.06005859375
6.492354869842529	18.174943923950195	21.913497924804688	7.255033016204834	11.352733612060549	17.052234649658203
7.43580436706543	21.913497924804688	19.303842544555664	6.781415939331055	12.514955520629885	17.13972282409668
6.508179664611816	19.303842544555664	20.513139724731445	7.51479434967041	13.061637878417969	15.386276245117188
